main_category,title,description
Grocery,"365 by Whole Foods Market, Blend Fiesta Shred Organic, 8 Ounce","['Our standards are what set us apart, and our quality is what keeps us stocking pantries, fridges and freezers with the best natural and organic 365 products every day. We get excited about things like whole grain flours, shade-grown coffee, organic milk and frozen veggies because we know that you care about cooking with the very best ingredients — without compromising on the ingredients you don’t want. (All 365 products meet Whole Foods Market quality standards.)']"
Grocery,"HELENS Hummus, Tahini Garlic, 8 Ounce","[""Helen's pure foods garlic hummus-tahini dip is a healthy, delicious snack replacement for standard chip-and-dip combinations. This locally made chickpea and sesame dip is both cholesterol and preservative free, making it an ideal dipping option for your entire family. Serve it up with pita chips, or use it as a spread. With eight servings in this 8 ounce tub, this garlic hummus-tahini dip is ideal for sharing.""]"
Grocery,"BumbleBar Organic Energy Original, 1.6 Ounce Bar (Pack of 15)","['BumbleBar is a delicious blend of organic, simple, whole foods. Made only from certified organic, gluten free, dairy free, ethically sourced ingredients, BumbleBars are the purest form of energy!']"
Grocery,"Gourmet Chocolate Covered Macaroons - Kosher for Passover, 10 oz (Chocolate)",[]
Grocery,Redwood Trails Beef Jerky - Chinese Five Spice (3 Bags),[]
Amazon Home,"Clif Whole Lotta - Roasted Peanut Chocolate - Organic Protein Bars, Fruit & Nut & Seed Bars - Gluten Free & Vegan Snacks (1.98 oz Protein Bars, 12 Count)","['Packed with real fruit, nuts and seeds, Clif Whole Lotta brings great taste and texture to a new kind of protein bar. Not a low-calorie food. Contains 240 calories and 16–17g of sugar.\xa0Not suitable for soy-allergic. *Contains 13-14g total fat. Protein from pea protein, nuts, and seeds. † Not a low-calorie food. Contains 240 calories and 16–17g of sugar. †† Not suitable for soy-allergic individuals. * Contains 13-14g total fat. Protein from pea protein, nuts, and seeds.']"
Grocery,"Medium Roast, House Blend, Ground Coffee, 12oz Bag (Pack of 2)","['Tasting Notes: Cocoa & toffee. Since 1971. The Starbucks Roast: Each coffee requires a slightly different roast to reach its peak of aroma, acidity, body and flavor. We classify our coffees in three roast profiles, so finding your favorite is easy. Medium. Balanced, smooth & rich. The Story of House Blend: It’s deceptively simple. A blend of fine Latin America beans roasted to a glistening, dark chestnut color. Loaded with flavor, balancing tastes of nuts and cocoa, just a touch of sweetness from the roast. This coffee’s our beginning, the very first blend we ever created for you back in 1971. And this one blend set the course for the way our master blenders and roasters work even today. A true reflection of us and a delicious cup of coffee, period. It all starts from here. Starbucks Flavor lock packaging guarantees the fresh flavor of our coffees. Brew Great Coffee: Use cold, filtered water. 2 tbsp (10 g) coffee + 6 fl oz (180 ml) water. Store coffee in an airtight, opaque container at room temperature and use within a week of opening.']"
Grocery,"Blue Bunny Vanilla Fudge Brownie , 6pk","[""Vanilla Fudge Brownie Bunny Snacks are vanilla flavored reduced fat ice cream topped with a layer of brownie batter and chocolaty coated brownie pieces covered with a milk chocolaty coating and candy drizzle. This snack sized ice cream treat is total indulgence in just the right size. We took your favorite Salted Caramel Pretzel ice cream flavor and made it fit right in the palm of your hand. With Bunny Snacks, it's encouraged to dream small, so go ahead. Give In To The Bunny""]"
Grocery,Beantown Tea & Spices - Ginger Peach Black Tea. Gourmet Loose Leaf Black Tea. 100% Natural. (4 oz.),"['In blending the Ginger Peach tea, we have combined the Queen of spices with delicious sweet peach! This wonderful tea has a delightful taste of peach with mild spiciness. The ginger flavor highlights the taste profile of the tea. It is very well balanced as the piquant and spicy character of ginger is mellowed with the sweet character of peaches. A perfect mid morning tea! Also, as this tea offers a sweet and fanciful taste of Peach, seasoned with the tingle of spicy ginger, it makes exceptional iced tea. Country of Origin: Sri Lanka Grade: Pekoe Altitude: 4800-7600ft Manufacture Type: Orthodox']"
Grocery,"Funtasty Double Dipped Milk Chocolate Covered Roasted Peanuts, 2 Pound Pack",[]
Grocery,"KINLOCH PLANTATION Pecan Oil, 250 ML","['Kinloch Plantation Pecan Oil is for the everyday gourmet. You will love its light and nutty, yet neutral, flavor giving it the versatility to use with most foods.']"
Grocery,Tropicana Trop50 Calcium No Pulp 50% less Sugar 59 Fl Oz,['Tropicana Calcium No Pulp 50% less Sugar 59 Fl Oz']
Grocery,Dr. Oetker French Vanilla Mousse 2.66 oz,['Dr. Oetker French Vanilla Mousse is a refreshing and decadent dessert that both family and friends will love and enjoy. The mousse only has the easy step of mixing the mix and milk! Just set aside and chill for one hour and your new favorite dessert will be ready to eat. Perfect for any day of the week or special occasions!']
Grocery,"Marie Callender's Orange Chicken, 13 oz","['Marie Callender’s Orange Chicken mixes rice and chicken breast fritters with green onions, red peppers, and edamame in a sweet-with-heat orange sauce. Made with wholesome ingredients, Marie Callender’s Orange Chicken Meal is full of premium white-meat chicken, light and fluffy rice, and farm-grown-vegetables. Marie Callender’s Orange Chicken can be microwaved or heated in the oven and is ready in minutes. With no artificial flavors, colors, or preservatives, Marie Callender’s Orange Chicken is the perfect choice for an Asian-inspired meal. From our kitchen to yours since 1948, each Marie Callender’s meal is made to strengthen the bonds between family and friends.']"
Grocery,"Iya Foods Fennel Seed Ground, Made from 100% Fennel Seeds. Flavorful addition to so many dishes, Used with bread, cheese, pasta, meat and more, 3 oz Pack",[]
Grocery,"Natural California Jumbo Almonds-Raw, 5 LB. Pasteurized,Extra#1","['Natural California Jumbo Almonds-Raw, 5 lb. Pasteurized.']"
Grocery,"Epic Provisions Protein Bars, Chicken Sriracha, Keto and Paleo Friendly Snacks, 12 ct","['Inspired by our founders’ honeymoon adventure in Thailand, this bar combines natural chicken and a custom sriracha spice blend to deliver an unforgettable on-the-go snack experience. Spice up your workday or stash one in your gym bag, and your day is guaranteed to be EPIC. Epic bars are versatile and based on the unique tastes of our animals. Our Chicken Sriracha protein bars are made with 100% natural chicken and sriracha spices. Contains 11 grams of protein and three grams of carbs. Protein Bars are Keto and Paleo-friendly, Whole30 approved, Certified Gluten-Free, low net carb, and low sugar. Contains 12 protein bars in total.']"
Grocery,Berry Almond Hibiscus Tea | MOMMA'S PB&J 1 Lb Bag by TIESTA TEA | Caffeine Free | Loose Leaf Herbal Tea Immunity Blend,"[""At Tiesta Tea, we're inspired by a passion for great tasting beverages.We traveled the world during our college semester abroad and stumbled upon loose tea for the first time. It was a tiny Czech teahouse in the center of Prague that got us hooked on tea.We returned to the US and quickly discovered a problem. If we wanted loose tea, we had to go out of our way to a specialty store, pay an absurd price and confront confusing tea names and origins. The tea world was filled with too much jargon and stereo-types of stuffy tea parties. What if we flipped it upside down?We started Tiesta Tea to revolutionize the way people consume tea.Finding the right tea should be simple: what will it do for me and what does it taste like. By focusing on function and flavor, we make tea approachable and easy to understand. We created five functional categories based on the health benefits that each blend naturally gives you. And with a variety of flavors within each function, there are blends to fit every taste and lifestyle.It's really that simple. Do what you love, step out of your comfort zone and be you. Be the best version of yourself that you can be and help others to do the same.Live Loose.""]"
Grocery,Orion Korean Snack TURTLE CHIPS 꼬북칩 80g (Pack of 7),[]
Grocery,"Tazo Organic Darjeeling Black Tea, 20-Count Tea Bags (Pack of 6)","['Product Description', 'Tazo Organic Darjeeling Tea -- 6 per case. Exotic, floral and nutty notes with a rich, full flavor captures the essence of the Himalayas. Shelf Life: 360 Days', 'From the Manufacturer', ""Tazo teas are made from the most extraordinary teas and herbs found anywhere, and they're blended with an artistry that borders on magical. Tazo Organic Om is an unusually delicious blend of organic green and black teas grown in the foothills of the Himalayas. This tea features the fresh flowery taste of Darjeeling green and black teas with buttery, nutty notes, accented by the flavors of crisp cucumbers and sweet peaches. Tazo Organic Om can be served hot or iced, with or without a touch of honey.""]"
Grocery,[OTTOGI] PPUSHU PPUSHU NOODLE SNACK- Bulgogi Flavor (90g) - 24 Pack,"[""How to Enjoy Step 1. Smash Noodles! Step 2. Sprinkle Spices! (anyway you desire) Step 3. Shake and ENJOY! Don't boil it. Crunch it!""]"
Grocery,Taste of India Snack Mix Package with Indian Snacks And Candy,[]
Grocery,"Lerro's Milk Chocolate Coconut Cream Filled Easter Egg, 16 oz","[""Lerro's Milk Chocolate Cream Filled Easter Eggs - Net Wt. 16 oz - Comes in Lerro's Candy Gift Box - Great Easter Candy Basket Stuffers!""]"
Grocery,"Hunter’s Reserve “Wild Pack” Meat Sticks and Jerky Strips, 24 Variety Pack of Wild Game Flavors, Nitrite Free","['Hunter’s Reserve “Wild Pack” Meat Sticks and Jerky Strips, 24 Variety Pack of Wild Game Flavors, ""Nitrite Free""', 'Perfect for taking on the trail, to the deer stand or your favorite sporting or outdoor recreational event; a great gift idea for the jerky lover and wild game meat connoisseur.', 'Variety Pack Includes 1- Each of (1 OUNCE) MEAT STICKS WILD GAME FLAVORS', 'Bison', 'Bison', 'Bison Chipotle', 'Bison Chipotle', 'Elk', 'Elk', 'Elk Jalapeño', 'Elk Jalapeño', 'Venison', 'Venison', 'Venison Habanero', 'Venison Habanero', 'Wild Boar', 'Wild Boar', 'Classic Beef', 'Classic Beef', 'Beef Teriyaki', 'Beef Teriyaki', 'Duck', 'Duck', 'Pheasant', 'Pheasant', '1- Each of (1 OUNCE) MEAT STICKS CLASSIC WILD GAME FLAVORS', 'Roadkill', 'Roadkill', 'Swamp Stick', 'Swamp Stick', 'Jackalope', 'Jackalope', '1- Each of (0.7 OUNCE) JERKY STIPS WILD GAME FLAVORS', 'Bison', 'Bison', 'Bison Cherry', 'Bison Cherry', 'Venison', 'Venison', 'Wild Boar', 'Wild Boar', 'Beef Teriyaki', 'Beef Teriyaki', '2- Each of( 0.7 OUNCE) JERKY STIPS CLASSIC WILD GAME FLAVORS', 'Elk Jalapeño', 'Elk Jalapeño', 'Venison Habanero', 'Venison Habanero', 'Hunter’s Reserve full line of top shelf wild game meat sticks, summer sausages, jerky’s, specialty cheeses and cheese spreads will surely impress the gourmet connoisseur of wild game flavors.', 'The perfect gift for folks who love the great outdoors or simply enjoy at family gatherings, parties, camping, picnics, boating, fishing and hunting trips, tailgating, road trips or outside sporting events', ""Hunter's Reserve located in Americas Heartland has provided gourmet specialty game products for 20 years.""]"
Grocery,Organic Take & Bake Baguettes 12oz - 12 Count Case,"['The Essential Baking Comp Organic Take & Bake French Baguette, Non GMO, 12 Ounces (Pack Of 12)']"
Grocery,"Peppercorns, Green, Whole, 2 oz.","['Peppercorns, Green, Whole, 2 oz.']"
